SEASON,STATISTIC,PEARSON_CORRELATION,PEARSON_CORRELATION_ABS,SPEARMAN_CORRELATION,SPEARMAN_CORRELATION_ABS,PEARSON_CORRELATION_RANK,SPEARMAN_CORRELATION_RANK,AVERAGE_RANK
2007-2008,OFFENSIVE_TOV%,-0.4539630452789024,0.4539630452789024,-0.5420069996825668,0.5420069996825668,51,41,46.0
2007-2008,OPP_FG%_3-10,-0.4755834506199149,0.4755834506199149,-0.47183256569381055,0.47183256569381055,47,49,48.0
2007-2008,OPP_PER100_DRB,-0.48910935378194464,0.48910935378194464,-0.44731567160248004,0.44731567160248004,45,52,48.5
2007-2008,OPP_PER100_BLK,-0.43984910996455595,0.43984910996455595,-0.4872779996377915,0.4872779996377915,52,47,49.5
2007-2008,AVERAGE_AGE,0.469798200876781,0.469798200876781,0.4536439614348866,0.4536439614348866,49,50,49.5
2007-2008,OPP_FG%_16-3PT,-0.5179464997227966,0.5179464997227966,-0.4095110839518682,0.4095110839518682,42,60,51.0
2007-2008,PER100_3PA,0.42411352628889676,0.42411352628889676,0.4805700953963725,0.4805700953963725,54,48,51.0
2007-2008,MP,-0.43545526897507864,0.43545526897507864,-0.4512434241868231,0.4512434241868231,53,51,52.0
2007-2008,%FGA_3P,0.4127619164012973,0.4127619164012973,0.42925528387329653,0.42925528387329653,55,54,54.5
2007-2008,%FGA_2P,-0.4127619164012971,0.4127619164012971,-0.42925528387329653,0.42925528387329653,57,53,55.0
2007-2008,3PA_RATE,0.4127619164012973,0.4127619164012973,0.42925528387329653,0.42925528387329653,56,55,55.5
2007-2008,FG%_16-3PT,0.3854509827519532,0.3854509827519532,0.42739420935412026,0.42739420935412026,62,56,59.0
2007-2008,ATTENDANCE/G,0.40492894969386095,0.40492894969386095,0.403561553860649,0.403561553860649,59,61,60.0
2007-2008,TOTAL_ATTENDANCE,0.40495732728470507,0.40495732728470507,0.403561553860649,0.403561553860649,58,62,60.0
2007-2008,PER100_TRB,0.3783630091476493,0.3783630091476493,0.4159701036993421,0.4159701036993421,63,57,60.0
2007-2008,OPP_FG%_0-3,-0.39443914318933454,0.39443914318933454,-0.40995656786152485,0.40995656786152485,61,59,60.0
2007-2008,OPP_%ASTD_2P,-0.36319427411608746,0.36319427411608746,-0.41507963282257626,0.41507963282257626,65,58,61.5
2007-2008,SOS,-0.4605968203592965,0.4605968203592965,-0.3069472353982623,0.3069472353982623,50,75,62.5
2007-2008,OPP_%ASTD_3P,-0.3968328016094333,0.3968328016094333,-0.3647399510313757,0.3647399510313757,60,66,63.0
2007-2008,%FGA3P_CORNER,0.3588944737469335,0.3588944737469335,0.39536958504736675,0.39536958504736675,67,63,65.0
2007-2008,OPP_PER100_2P,-0.3593021196157606,0.3593021196157606,-0.35520161273414064,0.35520161273414064,66,67,66.5
2007-2008,%FGA_3-10,-0.36779738734164147,0.36779738734164147,-0.32724239061497284,0.32724239061497284,64,70,67.0
2007-2008,OPP_FGA_16-3PT,0.3466905304004862,0.3466905304004862,0.350445434298441,0.350445434298441,69,68,68.5
2007-2008,FG%3_CORNER,0.34560195954869627,0.34560195954869627,0.33570872048657624,0.33570872048657624,70,69,69.5
2007-2008,OPP_%FGA3P_CORNER,-0.3187681439534941,0.3187681439534941,-0.38913019508507685,0.38913019508507685,76,64,70.0
2007-2008,DEFENSIVE_DRB%,0.31882792877013294,0.31882792877013294,0.3673014835119014,0.3673014835119014,75,65,70.0
2007-2008,PER100_STL,0.3452290077173911,0.3452290077173911,0.31669273849126695,0.31669273849126695,71,71,71.0
2007-2008,OPP_PER100_3PA,-0.3364377779629992,0.3364377779629992,-0.3131403118040089,0.3131403118040089,73,72,72.5
2007-2008,OPP_FG%_10-16,-0.3378295095882266,0.3378295095882266,-0.31043313854612753,0.31043313854612753,72,73,72.5
2007-2008,PER100_2PA,-0.3279152103617056,0.3279152103617056,-0.31016817209843706,0.31016817209843706,74,74,74.0
2007-2008,PER100_BLK,0.35677407165945746,0.35677407165945746,0.26424370414149867,0.26424370414149867,68,80,74.0
2007-2008,OPP_LAYUPS_MADE,-0.2967999654959906,0.2967999654959906,-0.30473015291518396,0.30473015291518396,80,76,78.0
2007-2008,OPP_%FGA_10-16,0.30357112328463104,0.30357112328463104,0.2858416111492689,0.2858416111492689,79,78,78.5
2007-2008,OPP_%FGA_2P,0.311873291039419,0.311873291039419,0.2508633313749625,0.2508633313749625,77,82,79.5
2007-2008,OPP_%FGA_3P,-0.3118732910394187,0.3118732910394187,-0.2508633313749625,0.2508633313749625,78,83,80.5
2007-2008,OPP_PER100_FT%,-0.28494059506227354,0.28494059506227354,-0.27944294030042627,0.27944294030042627,82,79,80.5
2007-2008,PER100_FT%,0.284322242986189,0.284322242986189,0.25654158938675675,0.25654158938675675,83,81,82.0
2007-2008,AVERAGE_DISTANCE,0.23823672517857686,0.23823672517857686,0.3005036835967679,0.3005036835967679,88,77,82.5
2007-2008,PER100_FT,0.2891845644794183,0.2891845644794183,0.21844715489622618,0.21844715489622618,81,87,84.0
2007-2008,OPP_%FGA_0-3,-0.2765393043749352,0.2765393043749352,-0.2430957683741648,0.2430957683741648,85,84,84.5
2007-2008,OPP_PER100_PF,0.28166572401107637,0.28166572401107637,0.18297307410368063,0.18297307410368063,84,92,88.0
2007-2008,OPP_PER100_FT,-0.202356328817372,0.202356328817372,-0.2422318758757991,0.2422318758757991,92,85,88.5
2007-2008,OFFENSIVE_FT/FGA,0.2349764828562496,0.2349764828562496,0.2059674956426497,0.2059674956426497,89,91,90.0
2007-2008,OPP_PER100_TOV,0.26358879945641184,0.26358879945641184,0.16334264373222684,0.16334264373222684,86,94,90.0
2007-2008,OPP_PER100_2PA,0.204985866104186,0.204985866104186,0.21233715753495883,0.21233715753495883,91,89,90.0
2007-2008,LAYUPS_MADE,0.23451151942097184,0.23451151942097184,0.2086162868201654,0.2086162868201654,90,90,90.0
2007-2008,DEFENSIVE_TOV%,0.24537734102259606,0.24537734102259606,0.14736748151628598,0.14736748151628598,87,96,91.5
2007-2008,DEFENSIVE_FT/FGA,-0.15903628590959076,0.15903628590959076,-0.2268018395556943,0.2268018395556943,97,86,91.5
2007-2008,OPP_%FGA_3-10,0.1777153254996938,0.1777153254996938,0.1756184925623634,0.1756184925623634,95,93,94.0
2007-2008,PER100_FTA,0.18322057550749962,0.18322057550749962,0.13783122140843262,0.13783122140843262,94,97,95.5
2007-2008,FGA_16-3PT,-0.1995911484155734,0.1995911484155734,-0.13353380191957845,0.13353380191957845,93,100,96.5
2007-2008,OPP_PER100_FTA,-0.15210795178163203,0.15210795178163203,-0.16154190552325645,0.16154190552325645,99,95,97.0
2007-2008,%ASTD_2P,0.17614032147231384,0.17614032147231384,0.13472887289842694,0.13472887289842694,96,99,97.5
2007-2008,HEAVE_MAKES,-0.15448789567435262,0.15448789567435262,-0.13625222677085883,0.13625222677085883,98,98,98.0
2007-2008,PACE,-0.07538103048610972,0.07538103048610972,-0.2179630529517657,0.2179630529517657,111,88,99.5
2007-2008,%FGA_10-16,-0.11226446259715842,0.11226446259715842,-0.1203745462922624,0.1203745462922624,103,101,102.0
2007-2008,OPP_%FGA_LAYUPS,-0.11073085776682395,0.11073085776682395,-0.10812917594654789,0.10812917594654789,104,104,104.0
2007-2008,OPP_AVERAGE_DISTANCE,0.1271887022127064,0.1271887022127064,0.09967662739249852,0.09967662739249852,102,106,104.0
2007-2008,FT_RATE,0.14417827477292736,0.14417827477292736,0.0869904231876337,0.0869904231876337,100,109,104.5
2007-2008,DUNKS_MADE,0.1423998686526369,0.1423998686526369,0.09216385597387941,0.09216385597387941,101,108,104.5
2007-2008,PER100_2P,0.10116797409631169,0.10116797409631169,0.11570155902004454,0.11570155902004454,109,102,105.5
2007-2008,%FGA_DUNKS,0.10912913395829751,0.10912913395829751,0.09381617054743178,0.09381617054743178,105,107,106.0
2007-2008,%ASTD_3P,0.10600148072111835,0.10600148072111835,0.0866369710467706,0.0866369710467706,106,110,108.0
2007-2008,PER100_FGA,0.05249450884123371,0.05249450884123371,0.10773173975240621,0.10773173975240621,114,105,109.5
2007-2008,PER100_PF,-0.041362530009601994,0.041362530009601994,-0.111160617594441,0.111160617594441,117,103,110.0
2007-2008,HEAVE_ATTEMPTS,-0.09545654217414029,0.09545654217414029,-0.07718055360226525,0.07718055360226525,110,111,110.5
2007-2008,OFFENSIVE_ORB%,0.10540293094045684,0.10540293094045684,0.07028291553315859,0.07028291553315859,107,114,110.5
2007-2008,OPP_PER100_ORB,-0.057473067477761465,0.057473067477761465,-0.07060013067952876,0.07060013067952876,112,113,112.5
2007-2008,OPP_FG%3_CORNER,-0.10529023225858442,0.10529023225858442,-0.02160356347438753,0.02160356347438753,108,119,113.5
2007-2008,PER100_ORB,-0.05455332958267505,0.05455332958267505,-0.044016056194247165,0.044016056194247165,113,116,114.5
2007-2008,OPP_PER100_FGA,-0.01033539785058529,0.01033539785058529,0.07162749648050659,0.07162749648050659,119,112,115.5
2007-2008,FG%_3-10,0.04476800164830126,0.04476800164830126,0.06737193763919821,0.06737193763919821,116,115,115.5
2007-2008,%FGA_LAYUPS,0.05216210555373014,0.05216210555373014,-0.02171975995081763,0.02171975995081763,115,118,116.5
2007-2008,%FGA_0-3,0.03414694866312033,0.03414694866312033,-0.03862852269295485,0.03862852269295485,118,117,117.5
2006-2007,W,0.9999978697592969,0.9999978697592969,1.0,1.0,1,1,1.0
2006-2007,L,-0.9999978697592969,0.9999978697592969,-1.0,1.0,2,2,2.0
2006-2007,MOV,0.9538147548380099,0.9538147548380099,0.955573355882233,0.955573355882233,4,3,3.5
2006-2007,PW,0.9511785459053161,0.9511785459053161,0.9541857154365936,0.9541857154365936,5,4,4.5
2006-2007,NRTG,0.9539680692514767,0.9539680692514767,0.9537918161835479,0.9537918161835479,3,6,4.5
2006-2007,PL,-0.9511785459053161,0.9511785459053161,-0.9541857154365936,0.9541857154365936,6,5,5.5
2006-2007,SRS,0.949961486443689,0.949961486443689,0.9467709770372825,0.9467709770372825,9,7,8.0
2006-2007,ADJUSTED_MOV,0.9500060241053229,0.9500060241053229,0.9465482597996826,0.9465482597996826,8,8,8.0
2006-2007,ADJUSTED_NRTG,0.9502060678294547,0.9502060678294547,0.9431025779914372,0.9431025779914372,7,9,8.0
2006-2007,PLAYOFF_TEAM,0.7960518484152497,0.7960518484152497,0.8615824594531257,0.8615824594531257,10,10,10.0
2006-2007,DRTG,-0.7193868354440351,0.7193868354440351,-0.7758605387773713,0.7758605387773713,13,11,12.0
2006-2007,ADJUSTED_DRTG,-0.7191044925738018,0.7191044925738018,-0.7736336141540149,0.7736336141540149,14,12,13.0
2006-2007,OPP_PER100_FG%,-0.7037139092042515,0.7037139092042515,-0.7399687917967008,0.7399687917967008,16,13,14.5
2006-2007,DEFENSIVE_eFG%,-0.7255975065173128,0.7255975065173128,-0.7203654904230181,0.7203654904230181,12,18,15.0
2006-2007,OPP_FG%,-0.7037139092042514,0.7037139092042514,-0.7399687917967008,0.7399687917967008,17,14,15.5
2006-2007,OPP_PER100_PTS,-0.7039013902452715,0.7039013902452715,-0.7286194428081557,0.7286194428081557,15,17,16.0
2006-2007,OPP_PER100_AST,-0.7367158530832328,0.7367158530832328,-0.6664067224659068,0.6664067224659068,11,21,16.0
2006-2007,TOTAL_ATTENDANCE,0.6940604811363772,0.6940604811363772,0.7395616674166618,0.7395616674166618,18,16,17.0
2006-2007,ATTENDANCE/G,0.6935387953858763,0.6935387953858763,0.7395616674166618,0.7395616674166618,21,15,18.0
2006-2007,OPP_FG%_2P,-0.6936629424980678,0.6936629424980678,-0.6936023183236737,0.6936023183236737,19,19,19.0
2006-2007,OPP_PER100_2P%,-0.6936629424980675,0.6936629424980675,-0.6936023183236737,0.6936023183236737,20,20,20.0
2006-2007,OPP_DUNKS_MADE,-0.6765931706548405,0.6765931706548405,-0.6414256442877849,0.6414256442877849,22,23,22.5
2006-2007,PER100_DRB,0.6632069623956832,0.6632069623956832,0.6501900945642001,0.6501900945642001,25,22,23.5
2006-2007,OPP_%FGA_DUNKS,-0.6661041012040222,0.6661041012040222,-0.6394067710821215,0.6394067710821215,24,24,24.0
2006-2007,ORTG,0.6753809157762307,0.6753809157762307,0.5556176935274229,0.5556176935274229,23,29,26.0
2006-2007,PER100_PTS,0.6565661897245277,0.6565661897245277,0.5577351761034329,0.5577351761034329,26,28,27.0
2006-2007,OPP_PER100_BLK,-0.5948690611438324,0.5948690611438324,-0.5602956685802966,0.5602956685802966,30,27,28.5
2006-2007,PER100_FG,0.6342867160745151,0.6342867160745151,0.5529307023879526,0.5529307023879526,29,30,29.5
2006-2007,OFFENSIVE_TOV%,-0.5436205563252982,0.5436205563252982,-0.5819852091978696,0.5819852091978696,34,25,29.5
2006-2007,PER100_TOV,-0.5356217775076135,0.5356217775076135,-0.5702184574230941,0.5702184574230941,36,26,31.0
2006-2007,AVERAGE_AGE,0.5802305053678766,0.5802305053678766,0.5326498906518367,0.5326498906518367,31,32,31.5
2006-2007,OPP_%ASTD_2P,-0.6519913011574656,0.6519913011574656,-0.4987193853213499,0.4987193853213499,27,37,32.0
2006-2007,ADJUSTED_ORTG,0.6355279897351064,0.6355279897351064,0.5097451153675343,0.5097451153675343,28,36,32.0
2006-2007,OPP_FG%_3P,-0.5609701783489839,0.5609701783489839,-0.5311699275622901,0.5311699275622901,32,33,32.5
2006-2007,OPP_PER100_3P%,-0.5609701783489839,0.5609701783489839,-0.5311699275622901,0.5311699275622901,33,34,33.5
2006-2007,PER100_AST,0.499871427651687,0.499871427651687,0.5403931058820012,0.5403931058820012,38,31,34.5
2006-2007,OPP_PER100_FG,-0.5094100283554115,0.5094100283554115,-0.5130948432621244,0.5130948432621244,37,35,36.0
2006-2007,OFFENSIVE_EFG%,0.5404299731621119,0.5404299731621119,0.4812089518016548,0.4812089518016548,35,38,36.5
2006-2007,DEFENSIVE_DRB%,0.4792041847680618,0.4792041847680618,0.47292785444567154,0.47292785444567154,40,39,39.5
2006-2007,AVERAGE_DISTANCE,0.4680737833969834,0.4680737833969834,0.46593795286778866,0.46593795286778866,42,41,41.5
2006-2007,OPP_%FGA_10-16,0.47826779878117576,0.47826779878117576,0.407184454884155,0.407184454884155,41,48,44.5
2006-2007,OPP_FGA_16-3PT,0.4280505366147863,0.4280505366147863,0.45427209898073256,0.45427209898073256,48,42,45.0
2006-2007,PER100_TRB,0.44877425420391764,0.44877425420391764,0.43805708449478925,0.43805708449478925,47,43,45.0
2006-2007,TS%,0.4928943395026856,0.4928943395026856,0.39600980829246546,0.39600980829246546,39,51,45.0
2006-2007,FG%_0-3,0.42387609708046964,0.42387609708046964,0.42861919356779543,0.42861919356779543,50,44,47.0
2006-2007,FG%_2P,0.4509798588047895,0.4509798588047895,0.400624236130738,0.400624236130738,46,49,47.5
2006-2007,PER100_3P,0.4278081052491934,0.4278081052491934,0.41941596076683013,0.41941596076683013,49,46,47.5
2006-2007,PER100_2P%,0.4509798588047895,0.4509798588047895,0.400624236130738,0.400624236130738,45,50,47.5
2006-2007,OPP_LAYUPS_MADE,-0.40085425316656226,0.40085425316656226,-0.4695992954794425,0.4695992954794425,56,40,48.0
2006-2007,FG%,0.4552580738413903,0.4552580738413903,0.37508373332726563,0.37508373332726563,43,54,48.5
2006-2007,PER100_FG%,0.4552580738413903,0.4552580738413903,0.37508373332726563,0.37508373332726563,44,53,48.5
2006-2007,OPP_%FGA_0-3,-0.423235117853869,0.423235117853869,-0.41046786889666237,0.41046786889666237,51,47,49.0
2006-2007,PER100_3PA,0.37162289985186353,0.37162289985186353,0.38491536798817316,0.38491536798817316,59,52,55.5
2006-2007,OPP_PER100_2P,-0.33721038308583984,0.33721038308583984,-0.4224080372555625,0.4224080372555625,70,45,57.5
2006-2007,MP,-0.39240793260508483,0.39240793260508483,-0.35291784288540623,0.35291784288540623,57,58,57.5
2006-2007,%FGA_3-10,-0.3706606473051414,0.3706606473051414,-0.36211701187329826,0.36211701187329826,61,55,58.0
2006-2007,OPP_FG%_3-10,-0.36360310866869067,0.36360310866869067,-0.35817739741880655,0.35817739741880655,63,56,59.5
2006-2007,OPP_PER100_3P,-0.42271524884009837,0.42271524884009837,-0.3028546242378133,0.3028546242378133,52,69,60.5
2006-2007,OPP_FG%_0-3,-0.371851910111065,0.371851910111065,-0.34109395955836275,0.34109395955836275,58,63,60.5
2006-2007,OPP_FG%3_CORNER,-0.35147043136494993,0.35147043136494993,-0.3540552936226959,0.3540552936226959,64,57,60.5
2006-2007,FG%_10-16,0.4061868142357334,0.4061868142357334,0.3034421769552515,0.3034421769552515,55,68,61.5
2006-2007,3PA_RATE,0.3403652387287458,0.3403652387287458,0.3473708009803542,0.3473708009803542,67,61,64.0
2006-2007,%FGA_2P,-0.34036523872874536,0.34036523872874536,-0.3473708009803542,0.3473708009803542,69,60,64.5
2006-2007,%FGA_3P,0.3403652387287458,0.3403652387287458,0.3473708009803542,0.3473708009803542,68,62,65.0
2006-2007,%FGA3P_CORNER,0.3645484564351985,0.3645484564351985,0.29832973976509997,0.29832973976509997,62,72,67.0
2006-2007,PER100_PF,-0.3113686166879419,0.3113686166879419,-0.3503120820329915,0.3503120820329915,75,59,67.0
2006-2007,OPP_%ASTD_3P,-0.3714346469347632,0.3714346469347632,-0.2801560827720318,0.2801560827720318,60,74,67.0
2006-2007,OPP_FG%_10-16,-0.30125407389752523,0.30125407389752523,-0.31762480872193394,0.31762480872193394,77,65,71.0
2006-2007,OPP_PER100_STL,-0.30569271065873954,0.30569271065873954,-0.31622425398917847,0.31622425398917847,76,66,71.0
2006-2007,FG%_16-3PT,0.33376185172495076,0.33376185172495076,0.2999109032197286,0.2999109032197286,72,70,71.0
2006-2007,PER100_3P%,0.4209257853160858,0.4209257853160858,0.1861269387154025,0.1861269387154025,54,90,72.0
2006-2007,FG%_3P,0.4209257853160858,0.4209257853160858,0.1861269387154025,0.1861269387154025,53,91,72.0
2006-2007,SOS,-0.2852691877124771,0.2852691877124771,-0.3161061075697795,0.3161061075697795,79,67,73.0
2006-2007,PER100_FGA,0.31884985799430676,0.31884985799430676,0.24922016734863772,0.24922016734863772,73,78,75.5
2006-2007,OPP_%FGA_2P,0.3420282333755876,0.3420282333755876,0.1984631408313188,0.1984631408313188,66,86,76.0
2006-2007,OPP_%FGA_3P,-0.3420282333755879,0.3420282333755879,-0.1984631408313188,0.1984631408313188,65,87,76.0
2006-2007,OPP_PER100_2PA,0.3352322650954949,0.3352322650954949,0.21412658097634407,0.21412658097634407,71,83,77.0
2006-2007,PER100_BLK,0.2886421587689176,0.2886421587689176,0.258862882688682,0.258862882688682,78,76,77.0
2006-2007,OPP_PER100_ORB,-0.26970438966754523,0.26970438966754523,-0.2888839497091338,0.2888839497091338,82,73,77.5
2006-2007,OPP_PER100_3PA,-0.31559772170486755,0.31559772170486755,-0.21770148390743777,0.21770148390743777,74,82,78.0
2006-2007,%ASTD_2P,0.2076393427368759,0.2076393427368759,0.322049125569492,0.322049125569492,92,64,78.0
2006-2007,OPP_PER100_FT,-0.2370679695856367,0.2370679695856367,-0.29917428811691715,0.29917428811691715,87,71,79.0
2006-2007,%FGA_0-3,-0.2805734543260011,0.2805734543260011,-0.22766768283038383,0.22766768283038383,81,79,80.0
2006-2007,OPP_%FGA_LAYUPS,-0.24329387724952423,0.24329387724952423,-0.26686744418571495,0.26686744418571495,85,75,80.0
2006-2007,OFFENSIVE_FT/FGA,-0.23893848575039658,0.23893848575039658,-0.2230144046491973,0.2230144046491973,86,80,83.0
2006-2007,%FGA_LAYUPS,-0.26340091001948596,0.26340091001948596,-0.20561376834877132,0.20561376834877132,84,84,84.0
2006-2007,DEFENSIVE_FT/FGA,-0.20178437789685838,0.20178437789685838,-0.2564046017003638,0.2564046017003638,94,77,85.5
2006-2007,FT_RATE,-0.26649485023691155,0.26649485023691155,-0.18768103990665203,0.18768103990665203,83,89,86.0
2006-2007,OPP_%FGA3P_CORNER,-0.28075304381861704,0.28075304381861704,-0.1794786274468732,0.1794786274468732,80,92,86.0
2006-2007,OPP_PER100_FTA,-0.21438112205329451,0.21438112205329451,-0.2036749137851317,0.2036749137851317,89,85,87.0
2006-2007,PER100_2PA,-0.20678966532216736,0.20678966532216736,-0.22242033090817281,0.22242033090817281,93,81,87.0
2006-2007,PER100_FTA,-0.22466571659556964,0.22466571659556964,-0.1658498922379851,0.1658498922379851,88,96,92.0
2006-2007,OPP_AVERAGE_DISTANCE,0.15190758483270408,0.15190758483270408,0.1908979654256151,0.1908979654256151,99,88,93.5
2006-2007,%FGA_10-16,0.20903619164851053,0.20903619164851053,0.16311978627154114,0.16311978627154114,90,97,93.5
2006-2007,PER100_FT,-0.1878524655087911,0.1878524655087911,-0.17441212634778988,0.17441212634778988,96,93,94.5
2006-2007,OPP_PER100_TRB,-0.2087224368923115,0.2087224368923115,-0.15020656334301802,0.15020656334301802,91,100,95.5
2006-2007,OPP_PER100_FT%,-0.1605672067687857,0.1605672067687857,-0.1739130478011817,0.1739130478011817,98,94,96.0
2006-2007,OPP_%FGA_3-10,0.16873608529465217,0.16873608529465217,0.16614664999202688,0.16614664999202688,97,95,96.0
2006-2007,OPP_FG%_16-3PT,-0.18947959094089128,0.18947959094089128,-0.15491861599511506,0.15491861599511506,95,99,97.0
2006-2007,HEAVE_MAKES,0.0942744681165045,0.0942744681165045,0.1595384976005216,0.1595384976005216,105,98,101.5
2006-2007,HEAVE_ATTEMPTS,-0.0962368986915893,0.0962368986915893,-0.09252460997838714,0.09252460997838714,103,102,102.5
2006-2007,%FGA_DUNKS,-0.1281954272143042,0.1281954272143042,-0.041680597606436685,0.041680597606436685,100,110,105.0
2006-2007,PACE,-0.055213258875608975,0.055213258875608975,-0.10854786649376827,0.10854786649376827,111,101,106.0
2006-2007,OPP_PER100_FGA,0.06478779132233131,0.06478779132233131,0.06417827656585225,0.06417827656585225,109,103,106.0
2006-2007,PER100_ORB,-0.1138272582612969,0.1138272582612969,-0.04043667776606325,0.04043667776606325,101,111,106.0
2006-2007,PER100_2P,0.07799221485600086,0.07799221485600086,0.04337161576103939,0.04337161576103939,107,108,107.5
2006-2007,OFFENSIVE_ORB%,-0.07904113740035734,0.07904113740035734,-0.04253899238158573,0.04253899238158573,106,109,107.5
2006-2007,FG%_3-10,0.055758140162561,0.055758140162561,0.04622411368620807,0.04622411368620807,110,106,108.0
2006-2007,PER100_FT%,0.10708484172683862,0.10708484172683862,-0.02306149961607868,0.02306149961607868,102,115,108.5
2006-2007,OPP_PER100_PF,-0.05485274349844169,0.05485274349844169,-0.048913651757654754,0.048913651757654754,112,105,108.5
2006-2007,FGA_16-3PT,-0.04494641792233427,0.04494641792233427,-0.05246158444868434,0.05246158444868434,113,104,108.5
2006-2007,DUNKS_MADE,-0.09605912554669206,0.09605912554669206,-0.024273478394584807,0.024273478394584807,104,114,109.0
2006-2007,OPP_PER100_DRB,-0.06781155954095923,0.06781155954095923,0.013376435263129817,0.013376435263129817,108,117,112.5
2006-2007,OPP_PER100_TOV,0.0030701769767300896,0.0030701769767300896,-0.04564736236711232,0.04564736236711232,119,107,113.0
2006-2007,FG%3_CORNER,-0.021759970645390377,0.021759970645390377,0.024724364345989208,0.024724364345989208,115,113,114.0
2006-2007,PER100_STL,0.007435487716980984,0.007435487716980984,0.03194401204783254,0.03194401204783254,117,112,114.5
2006-2007,DEFENSIVE_TOV%,0.027225706085248172,0.027225706085248172,-0.020645032851752104,0.020645032851752104,114,116,115.0
2006-2007,LAYUPS_MADE,-0.017965526882147025,0.017965526882147025,-0.011357315579117662,0.011357315579117662,116,118,117.0
2006-2007,%ASTD_3P,-0.007281780528307824,0.007281780528307824,0.0028953240887990292,0.0028953240887990292,118,119,118.5
2005-2006,W,0.9999974115791264,0.9999974115791264,1.0,1.0,1,1,1.0
2005-2006,L,-0.9999974115791264,0.9999974115791264,-1.0,1.0,2,2,2.0
2005-2006,SRS,0.9507237018347242,0.9507237018347242,0.9342990202797294,0.9342990202797294,3,3,3.0
2005-2006,ADJUSTED_MOV,0.9507120273615401,0.9507120273615401,0.9342990202797294,0.9342990202797294,4,4,4.0
2005-2006,PW,0.950595570504904,0.950595570504904,0.9266989326224084,0.9266989326224084,5,7,6.0
2005-2006,ADJUSTED_NRTG,0.9486670841919153,0.9486670841919153,0.9289538053842078,0.9289538053842078,8,5,6.5
2005-2006,MOV,0.9489116147794103,0.9489116147794103,0.9282856535222676,0.9282856535222676,7,6,6.5
2005-2006,PL,-0.950595570504904,0.950595570504904,-0.9266989326224084,0.9266989326224084,6,8,7.0
2005-2006,NRTG,0.9467037070206958,0.9467037070206958,0.9265039152237604,0.9265039152237604,9,9,9.0
2005-2006,PLAYOFF_TEAM,0.7851324695310596,0.7851324695310596,0.8500864181358811,0.8500864181358811,10,10,10.0
2005-2006,AVERAGE_AGE,0.7093980276223688,0.7093980276223688,0.6905319891308843,0.6905319891308843,11,11,11.0
2005-2006,DRTG,-0.7070191644430286,0.7070191644430286,-0.6743516028154838,0.6743516028154838,12,12,12.0
2005-2006,OPP_PER100_PTS,-0.6993912025047889,0.6993912025047889,-0.6566783772089586,0.6566783772089586,13,14,13.5
2005-2006,ADJUSTED_DRTG,-0.6796547639693777,0.6796547639693777,-0.6519660252488592,0.6519660252488592,14,15,14.5
2005-2006,PER100_DRB,0.6209169072388949,0.6209169072388949,0.6629527491178374,0.6629527491178374,18,13,15.5
2005-2006,DEFENSIVE_eFG%,-0.6472857509305725,0.6472857509305725,-0.6079730518846878,0.6079730518846878,15,17,16.0
2005-2006,PER100_PF,-0.6097909721786146,0.6097909721786146,-0.6497881529979675,0.6497881529979675,19,16,17.5
2005-2006,OPP_FG%_3P,-0.6350336975685569,0.6350336975685569,-0.5522588700525146,0.5522588700525146,16,23,19.5
2005-2006,OPP_PER100_3P%,-0.6350336975685568,0.6350336975685568,-0.5522588700525146,0.5522588700525146,17,24,20.5
2005-2006,ATTENDANCE/G,0.5908424310715132,0.5908424310715132,0.573942449406642,0.573942449406642,22,20,21.0
2005-2006,TOTAL_ATTENDANCE,0.5968960132172243,0.5968960132172243,0.5737197321193285,0.5737197321193285,21,21,21.0
2005-2006,ORTG,0.5708080319998476,0.5708080319998476,0.5525615898245552,0.5525615898245552,24,22,23.0
2005-2006,OPP_PER100_FG%,-0.560864572360955,0.560864572360955,-0.5858608531061392,0.5858608531061392,29,18,23.5
2005-2006,OPP_FG%,-0.5608645723609552,0.5608645723609552,-0.5858608531061392,0.5858608531061392,28,19,23.5
2005-2006,PER100_PTS,0.5679512188571658,0.5679512188571658,0.5446649522535487,0.5446649522535487,25,26,25.5
2005-2006,OPP_PER100_AST,-0.6014898357442435,0.6014898357442435,-0.5216761686863881,0.5216761686863881,20,32,26.0
2005-2006,PER100_TRB,0.5658494867842171,0.5658494867842171,0.5516627951110217,0.5516627951110217,27,25,26.0
2005-2006,SOS,-0.5765383634966745,0.5765383634966745,-0.5287434336357499,0.5287434336357499,23,31,27.0
2005-2006,OPP_PER100_2P%,-0.5489945174555926,0.5489945174555926,-0.5434080321544176,0.5434080321544176,32,27,29.5
2005-2006,OPP_FG%_2P,-0.5489945174555921,0.5489945174555921,-0.5434080321544176,0.5434080321544176,33,28,30.5
2005-2006,ADJUSTED_ORTG,0.5419943969212456,0.5419943969212456,0.5405348563096314,0.5405348563096314,34,29,31.5
2005-2006,OPP_%FGA_DUNKS,-0.5379820696727632,0.5379820696727632,-0.5296033941002365,0.5296033941002365,35,30,32.5
2005-2006,OPP_%ASTD_3P,-0.5660356836054082,0.5660356836054082,-0.45739124967260125,0.45739124967260125,26,42,34.0
2005-2006,OPP_DUNKS_MADE,-0.5215934440247736,0.5215934440247736,-0.5096338454968875,0.5096338454968875,36,33,34.5
